Dataset	NexprotID	EnsmbleID	GeneName	uPE1	PE_level	Chr	DB	Ontology	Description	
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0045216	cell-cell junction organization
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0045217	cell-cell junction maintenance
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0045580	regulation of T cell differentiation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0045581	negative regulation of T cell differentiation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0045604	regulation of epidermal cell differentiation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0045616	regulation of keratinocyte differentiation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0045619	regulation of lymphocyte differentiation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0045620	negative regulation of lymphocyte differentiation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0045682	regulation of epidermis development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0045684	positive regulation of epidermis development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0045780	positive regulation of bone resorption
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0045838	positive regulation of membrane potential
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0045860	positive regulation of protein kinase activity
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0045995	regulation of embryonic development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0046328	regulation of JNK cascade
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0046330	positive regulation of JNK cascade
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0046415	urate metabolic process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0046456	icosanoid biosynthetic process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0046457	prostanoid biosynthetic process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0046578	regulation of Ras protein signal transduction
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0046717	acid secretion
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0046847	filopodium assembly
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0046852	positive regulation of bone remodeling
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0046903	secretion
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0048013	ephrin receptor signaling pathway
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0048041	focal adhesion assembly
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0048247	lymphocyte chemotaxis
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0048469	cell maturation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0048513	animal organ development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0048514	blood vessel morphogenesis
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0048569	post-embryonic animal organ development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0048599	oocyte development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0048646	anatomical structure formation involved in morphogenesis
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0048729	tissue morphogenesis
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0048731	system development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0048732	gland development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0048733	sebaceous gland development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0048820	hair follicle maturation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0048839	inner ear development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0048856	anatomical structure development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0048869	cellular developmental process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0048870	cell motility
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0048878	chemical homeostasis
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0050482	arachidonic acid secretion
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0050663	cytokine secretion
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0050707	regulation of cytokine secretion
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0050708	regulation of protein secretion
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0050714	positive regulation of protein secretion
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0050715	positive regulation of cytokine secretion
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0050727	regulation of inflammatory response
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0050730	regulation of peptidyl-tyrosine phosphorylation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0050790	regulation of catalytic activity
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0050793	regulation of developmental process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0050818	regulation of coagulation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0050819	negative regulation of coagulation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0050820	positive regulation of coagulation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0050891	multicellular organismal water homeostasis
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0050896	response to stimulus
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0050900	leukocyte migration
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0050954	sensory perception of mechanical stimulus
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0050957	equilibrioception
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0051046	regulation of secretion
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0051050	positive regulation of transport
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0051056	regulation of small GTPase mediated signal transduction
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0051145	smooth muscle cell differentiation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0051150	regulation of smooth muscle cell differentiation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0051179	localization
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0051180	vitamin transport
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0051222	positive regulation of protein transport
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0051223	regulation of protein transport
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0051239	regulation of multicellular organismal process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0051240	positive regulation of multicellular organismal process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0051270	regulation of cellular component movement
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0051336	regulation of hydrolase activity
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0051347	positive regulation of transferase activity
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0051493	regulation of cytoskeleton organization
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0051552	flavone metabolic process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0051674	localization of cell
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0051704	multi-organism process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0051707	response to other organism
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0051797	regulation of hair follicle development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0051798	positive regulation of hair follicle development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0051890	regulation of cardioblast differentiation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0001819	positive regulation of cytokine production
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0001890	placenta development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0001892	embryonic placenta development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0001942	hair follicle development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0001944	vasculature development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0001977	renal system process involved in regulation of blood volume
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0001990	regulation of systemic arterial blood pressure by hormone
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0002009	morphogenesis of an epithelium
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0002065	columnar/cuboidal epithelial cell differentiation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0002066	columnar/cuboidal epithelial cell development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0002067	glandular epithelial cell differentiation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0002138	retinoic acid biosynthetic process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0002251	organ or tissue specific immune response
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0052547	regulation of peptidase activity
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0052548	regulation of endopeptidase activity
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0052695	cellular glucuronidation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0060009	Sertoli cell development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0060033	anatomical structure regression
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0060113	inner ear receptor cell differentiation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0060117	auditory receptor cell development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0060120	inner ear receptor cell fate commitment
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0060137	maternal process involved in parturition
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0060193	positive regulation of lipase activity
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0060326	cell chemotaxis
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0060428	lung epithelium development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0060429	epithelium development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0060433	bronchus development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0060439	trachea morphogenesis
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0060441	epithelial tube branching involved in lung morphogenesis
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0060445	branching involved in salivary gland morphogenesis
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0060575	intestinal epithelial cell differentiation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0060601	lateral sprouting from an epithelium
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0060605	tube lumen cavitation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0060662	salivary gland cavitation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0060674	placenta blood vessel development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0060684	epithelial-mesenchymal cell signaling
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0060693	regulation of branching involved in salivary gland morphogenesis
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0060711	labyrinthine layer development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0060716	labyrinthine layer blood vessel development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0060761	negative regulation of response to cytokine stimulus
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0060856	establishment of blood-brain barrier
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0060993	kidney morphogenesis
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0061028	establishment of endothelial barrier
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0061041	regulation of wound healing
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0061097	regulation of protein tyrosine kinase activity
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0061098	positive regulation of protein tyrosine kinase activity
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0061245	establishment or maintenance of bipolar cell polarity
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0061298	retina vasculature development in camera-type eye
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0061299	retina vasculature morphogenesis in camera-type eye
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0061307	cardiac neural crest cell differentiation involved in heart development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0061308	cardiac neural crest cell development involved in heart development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0061309	cardiac neural crest cell development involved in outflow tract morphogenesis
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0061311	cell surface receptor signaling pathway involved in heart development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0061323	cell proliferation involved in heart morphogenesis
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0061337	cardiac conduction
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0061437	renal system vasculature development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0061438	renal system vasculature morphogenesis
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0061439	kidney vasculature morphogenesis
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0061440	kidney vasculature development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0065008	regulation of biological quality
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0065009	regulation of molecular function
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0070293	renal absorption
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0070304	positive regulation of stress-activated protein kinase signaling cascade
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0070307	lens fiber cell development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0070371	ERK1 and ERK2 cascade
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0070372	regulation of ERK1 and ERK2 cascade
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0070374	positive regulation of ERK1 and ERK2 cascade
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0070830	bicellular tight junction assembly
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0070887	cellular response to chemical stimulus
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0071395	cellular response to jasmonic acid stimulus
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0071466	cellular response to xenobiotic stimulus
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0071695	anatomical structure maturation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0071715	icosanoid transport
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0072012	glomerulus vasculature development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0072044	collecting duct development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0072049	comma-shaped body morphogenesis
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0072050	S-shaped body morphogenesis
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0072070	loop of Henle development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0072102	glomerulus morphogenesis
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0072103	glomerulus vasculature morphogenesis
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0072104	glomerular capillary formation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0072109	glomerular mesangium development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0072110	glomerular mesangial cell proliferation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0072170	metanephric tubule development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0072173	metanephric tubule morphogenesis
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0072191	ureter smooth muscle development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0072193	ureter smooth muscle cell differentiation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0072205	metanephric collecting duct development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0072207	metanephric epithelium development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0072210	metanephric nephron development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0072223	metanephric glomerular mesangium development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0072224	metanephric glomerulus development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0072234	metanephric nephron tubule development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0072239	metanephric glomerulus vasculature development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0072243	metanephric nephron epithelium development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0072273	metanephric nephron morphogenesis
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0072282	metanephric nephron tubule morphogenesis
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0072358	cardiovascular system development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0072359	circulatory system development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0072497	mesenchymal stem cell differentiation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0072593	reactive oxygen species metabolic process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0072657	protein localization to membrane
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0072677	eosinophil migration
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0080134	regulation of response to stress
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0086001	cardiac muscle cell action potential
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0086002	cardiac muscle cell action potential involved in contraction
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0086004	regulation of cardiac muscle cell contraction
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0086005	ventricular cardiac muscle cell action potential
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0086065	cell communication involved in cardiac conduction
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0086069	bundle of His cell to Purkinje myocyte communication
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0086091	regulation of heart rate by cardiac conduction
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0090022	regulation of neutrophil chemotaxis
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0090130	tissue migration
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0090132	epithelium migration
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0090237	regulation of arachidonic acid secretion
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0090279	regulation of calcium ion import
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0090280	positive regulation of calcium ion import
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0090288	negative regulation of cellular response to growth factor stimulus
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0090381	regulation of heart induction
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0097150	neuronal stem cell population maintenance
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:1900046	regulation of hemostasis
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:1900047	negative regulation of hemostasis
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:1900673	olefin metabolic process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:1900674	olefin biosynthetic process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:1900746	regulation of vascular endothelial growth factor signaling pathway
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:1900747	negative regulation of vascular endothelial growth factor signaling pathway
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:1901222	regulation of NIK/NF-kappaB signaling
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:2000008	regulation of protein localization to cell surface
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:2000026	regulation of multicellular organismal development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:2000027	regulation of animal organ morphogenesis
