Dataset	NexprotID	EnsemblID	GeneName	uPE1	PE_level	Chr	Coexpressed_EnsmbleID	Coexpressed_NextprotID	Coexpressed_GeneName	Coexpressed_gene_type	Coexpressed_Chr	Coexpressed_start	Coexpressed_end	
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000147854	NX_Q96PU4	UHRF2	protein_coding	9	6413151	6507054
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000149743	NX_Q86TN4	TRPT1	protein_coding	11	64223799	64226254
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000149809	NX_O76062	TM7SF2	protein_coding	11	65111845	65116384
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000149932	NX_Q86XT9	TMEM219	protein_coding	16	29940885	29973052
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000150681	NX_Q9NS28	RGS18	protein_coding	1	192158457	192185815
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000151702	NX_Q01543	FLI1	protein_coding	11	128686535	128813267
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000151729	NX_P12235	SLC25A4	protein_coding	4	185143241	185150382
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000152213	NX_Q969Q4	ARL11	protein_coding	13	49628299	49633872
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000152601	NX_Q9NR56	MBNL1	protein_coding	3	152243828	152465780
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000152767	NX_Q9Y4F1	FARP1	protein_coding	13	98142562	98455176
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000152784	NX_Q9NQV8	PRDM8	protein_coding	4	80183879	80204329
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000153406	NX_Q9HBL8	NMRAL1	protein_coding	16	4461680	4495763
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000157593	NX_Q8TB61	SLC35B2	protein_coding	6	44254096	44257890
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000157870	NX_Q8TBF2	PRXL2B	protein_coding	1	2586491	2591469
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000158106	NX_Q8TCX5	RHPN1	protein_coding	8	143368887	143384220
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000158604	NX_Q7Z7H5	TMED4	protein_coding	7	44577894	44582287
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000158856	NX_Q08495	DMTN	protein_coding	8	22048995	22082527
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000158864	NX_O75306	NDUFS2	protein_coding	1	161197104	161214395
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000159256	NX_Q14149	MORC3	protein_coding	21	36320189	36386148
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000159685	NX_Q9BRQ6	CHCHD6	protein_coding	3	126704220	126960406
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000160113	NX_P10588	NR2F6	protein_coding	19	17231883	17245940
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000160219	NX_Q8WWW8	GAB3	protein_coding	X	154675249	154751583
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000160325	NX_Q9UGQ2	CACFD1	protein_coding	9	133459965	133470848
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000160972	NX_Q96I34	PPP1R16A	protein_coding	8	144477969	144502121
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000162711	NX_Q96P20	NLRP3	protein_coding	1	247416156	247449108
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000162729	NX_Q969P0	IGSF8	protein_coding	1	160091340	160098943
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000162910	NX_Q7Z7F7	MRPL55	protein_coding	1	228106679	228109312
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000163219	NX_P42331	ARHGAP25	protein_coding	2	68679601	68826833
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000163382	NX_Q8NCW5	NAXE	protein_coding	1	156591762	156594299
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000163468	NX_P49368	CCT3	protein_coding	1	156308968	156367873
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000163517	NX_Q96DB2	HDAC11	protein_coding	3	13479724	13506424
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000163563	NX_P41218	MNDA	protein_coding	1	158831317	158849506
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000163702	NX_Q8NAC3	IL17RC	protein_coding	3	9917074	9933630
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000164050	NX_O43157	PLXNB1	protein_coding	3	48403854	48430051
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000164062	NX_P13798	APEH	protein_coding	3	49674002	49683963
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000164329	NX_Q6PIY7	TENT2	protein_coding	5	79612120	79686648
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000164691	NX_Q8N103	TAGAP	protein_coding	6	159034468	159045152
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000164885	NX_Q00535	CDK5	protein_coding	7	151053812	151058530
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000166128	NX_Q92930	RAB8B	protein_coding	15	63189469	63267782
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000166171	NX_Q9BVM2	DPCD	protein_coding	10	101570560	101609668
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000166228	NX_P61457	PCBD1	protein_coding	10	70882280	70888784
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000166501	NX_P05771	PRKCB	protein_coding	16	23835946	24220611
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000166908	NX_Q8TBX8	PIP4K2C	protein_coding	12	57591174	57603418
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000167202	NX_Q9UPU7	TBC1D2B	protein_coding	15	77984036	78077724
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000167291	NX_Q8TBP0	TBC1D16	protein_coding	17	79932343	80035848
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000167363	NX_Q9H479	FN3K	protein_coding	17	82735575	82751197
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000167632	NX_Q96Q05	TRAPPC9	protein_coding	8	139730343	140458579
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000167700	NX_Q96ES6	MFSD3	protein_coding	8	144509074	144511213
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000167733	NX_Q7Z5J1	HSD11B1L	protein_coding	19	5680604	5688523
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000167775	NX_Q9NPF0	CD320	protein_coding	19	8302127	8308356
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000167815	NX_P32119	PRDX2	protein_coding	19	12796820	12801859
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000167861	NX_Q8IV36	HID1	protein_coding	17	74950743	74973166
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000167965	NX_Q9BVC4	MLST8	protein_coding	16	2204248	2209416
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000167969	NX_P42126	ECI1	protein_coding	16	2239395	2252300
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000168000	NX_Q96G97	BSCL2	protein_coding	11	62690275	62709845
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000168090	NX_Q7L5N1	COPS6	protein_coding	7	100088954	100092200
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000168159	NX_Q5TA31	RNF187	protein_coding	1	228487061	228495766
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000168890	NX_Q86TG1	TMEM150A	protein_coding	2	85598548	85603196
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000168918	NX_Q92835	INPP5D	protein_coding	2	233059967	233207903
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000169045	NX_P31943	HNRNPH1	protein_coding	5	179614178	179634784
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000169184	NX_Q10571	MN1	protein_coding	22	27748277	27801498
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000169508	NX_P32249	GPR183	protein_coding	13	99294530	99307405
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000169562	NX_P08034	GJB1	protein_coding	X	71215194	71225516
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000169727	NX_Q13098	GPS1	protein_coding	17	82050691	82057470
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000169733	NX_Q9Y644	RFNG	protein_coding	17	82047902	82051831
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000169750	NX_P60763	RAC3	protein_coding	17	82031624	82034204
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000169826	NX_Q8N6G5	CSGALNACT2	protein_coding	10	43138486	43185308
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000169957	NX_Q9H5H4	ZNF768	protein_coding	16	30524001	30526821
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000170892	NX_Q9BSV6	TSEN34	protein_coding	19	54189938	54194536
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000170906	NX_O95167	NDUFA3	protein_coding	19	54102728	54109257
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000171522	NX_P35408	PTGER4	protein_coding	5	40679498	40693735
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000171777	NX_Q8TDF6	RASGRP4	protein_coding	19	38409051	38426305
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000172270	NX_P35613	BSG	protein_coding	19	571277	583493
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000172578	NX_Q8WZ60	KLHL6	protein_coding	3	183487531	183555689
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000172716	NX_Q7Z7L1	SLFN11	protein_coding	17	35350305	35373701
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000173171	NX_Q13505	MTX1	protein_coding	1	155208699	155213824
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000173198	NX_Q9Y271	CYSLTR1	protein_coding	X	78271464	78327691
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000173200	NX_Q460N3	PARP15	protein_coding	3	122577602	122639047
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000173402	NX_Q14118	DAG1	protein_coding	3	49468703	49535618
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000173898	NX_O15020	SPTBN2	protein_coding	11	66685248	66729226
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000174485	NX_Q7Z401	DENND4A	protein_coding	15	65658046	65792293
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000174669	NX_Q14542	SLC29A2	protein_coding	11	66362521	66372214
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000174799	NX_Q66GS9	CEP135	protein_coding	4	55948871	56033363
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000175283	NX_Q9UPQ8	DOLK	protein_coding	9	128945530	128947619
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000175471	NX_Q6DN14	MCTP1	protein_coding	5	94703741	95284575
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000176058	NX_Q4KMQ1	TPRN	protein_coding	9	137191617	137204193
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000176390	NX_Q8IUI8	CRLF3	protein_coding	17	30769388	30824776
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000176428	NX_Q86XT2	VPS37D	protein_coding	7	73667825	73672112
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000176438	NX_Q6ZMZ3	SYNE3	protein_coding	14	95407266	95475836
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000176720	NX_Q9UMX3	BOK	protein_coding	2	241551424	241574138
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000177697	NX_P48509	CD151	protein_coding	11	832843	839831
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000177830	NX_Q9BWS9	CHID1	protein_coding	11	867860	915058
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000178057	NX_Q9BU61	NDUFAF3	protein_coding	3	49020459	49023495
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000178896	NX_Q9NPD3	EXOSC4	protein_coding	8	144078626	144080647
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000178952	NX_P49411	TUFM	protein_coding	16	28842411	28846408
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000179085	NX_Q9P2X0	DPM3	protein_coding	1	155139891	155140595
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000179403	NX_Q6PCB0	VWA1	protein_coding	1	1434861	1442882
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000179526	NX_Q9H0F6	SHARPIN	protein_coding	8	144098633	144108124
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000180035	NX_Q96MX3	ZNF48	protein_coding	16	30378106	30400108
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000180353	NX_P14317	HCLS1	protein_coding	3	121631399	121660927
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000181045	NX_Q86WA9	SLC26A11	protein_coding	17	80219699	80253500
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000181789	NX_Q9Y678	COPG1	protein_coding	3	129249606	129277773
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000182150	NX_Q5T890	ERCC6L2	protein_coding	9	95875701	96014571
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000182809	NX_P52943	CRIP2	protein_coding	14	105472962	105480170
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000183048	NX_Q9UBX3	SLC25A10	protein_coding	17	81712236	81721016
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000183137	NX_Q8IYX8	CEP57L1	protein_coding	6	109095110	109163932
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000183208	NX_Q6ZNW5	GDPGP1	protein_coding	15	90233808	90245811
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000183978	NX_Q9Y2R0	COA3	protein_coding	17	42795147	42798704
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000184117	NX_Q9BPW8	NIPSNAP1	protein_coding	22	29554808	29581337
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000184545	NX_Q13202	DUSP8	protein_coding	11	1554044	1571920
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000184831	NX_Q9BUR5	APOO	protein_coding	X	23833353	23907934
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000185189	NX_Q9NSY0	NRBP2	protein_coding	8	143833594	143840974
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000185811	NX_Q13422	IKZF1	protein_coding	7	50304068	50405101
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000185813	NX_Q99447	PCYT2	protein_coding	17	81900965	81911464
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000186517	NX_Q7Z6I6	ARHGAP30	protein_coding	1	161046946	161069970
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000187164	NX_A0MZ66	SHTN1	protein_coding	10	116881482	117126586
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000188747	NX_Q86UR1	NOXA1	protein_coding	9	137423350	137434406
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000196422	NX_Q5T8A7	PPP1R26	protein_coding	9	135479079	135488893
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000197561	NX_P08246	ELANE	protein_coding	19	851014	856247
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000197586	NX_O75354	ENTPD6	protein_coding	20	25195693	25226729
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000197858	NX_O43292	GPAA1	protein_coding	8	144082590	144086216
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000198771	NX_Q6JBY9	RCSD1	protein_coding	1	167630093	167706249
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000198816	NX_Q9NW07	ZNF358	protein_coding	19	7515292	7521026
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000198887	NX_Q8IY18	SMC5	protein_coding	9	70258962	70354888
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000198931	NX_P07741	APRT	protein_coding	16	88809339	88811944
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000204580	NX_Q08345	DDR1	protein_coding	6	30876421	30900156
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000204991	NX_Q8WWL2	SPIRE2	protein_coding	16	89818179	89871319
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000205155	NX_Q9NZ42	PSENEN	protein_coding	19	35745114	35747519
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000213672	NX_Q9NZQ3	NCKIPSD	protein_coding	3	48673844	48686364
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000214022	NX_Q9BWE0	REPIN1	protein_coding	7	150368189	150374044
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000227500	NX_Q969E2	SCAMP4	protein_coding	19	1905214	1926013
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000249437	NX_Q13075	NAIP	protein_coding	5	70968483	71025114
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000255587	NX_Q7Z6P3	RAB44	protein_coding	6	36697810	36733183
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000264522	NX_Q6GQQ9	OTUD7B	protein_coding	1	149937812	150010676
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000005486	NX_Q6NTF9	RHBDD2	protein_coding	7	75842602	75888926
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000074071	NX_P82930	MRPS34	protein_coding	16	1771890	1773155
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000081692	NX_Q9H9V9	JMJD4	protein_coding	1	227730425	227735411
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000085733	NX_Q14247	CTTN	protein_coding	11	70398404	70436584
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000088899	NX_O60299	LZTS3	protein_coding	20	3162617	3173592
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000099814	NX_Q9Y4F5	CEP170B	protein_coding	14	104865280	104896770
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000103148	NX_Q12980	NPRL3	protein_coding	16	84271	138860
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000103254	NX_Q9BQD7	ANTKMT	protein_coding	16	720581	722601
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000105352	NX_O75871	CEACAM4	protein_coding	19	41618971	41627074
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000105518	NX_Q6UW68	TMEM205	protein_coding	19	11342776	11346518
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000107036	NX_Q4ADV7	RIC1	protein_coding	9	5629025	5776557
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000107738	NX_Q9H7M9	VSIR	protein_coding	10	71747559	71773498
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000110852	NX_Q92478	CLEC2B	protein_coding	12	9852984	9870136
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000116497	NX_Q96BU1	S100PBP	protein_coding	1	32816767	32858879
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000120280	NX_Q9HAI6	CXorf21	protein_coding	X	30558824	30577844
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000124098	NX_Q96KR6	FAM210B	protein_coding	20	56358915	56368663
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000126860	NX_P22794	EVI2A	protein_coding	17	31317560	31321884
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000131188	NX_Q8TB68	PRR7	protein_coding	5	177446445	177456286
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000137216	NX_Q5T3F8	TMEM63B	protein_coding	6	44126914	44155519
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000137478	NX_O94868	FCHSD2	protein_coding	11	72836745	73142261
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000137770	NX_Q05D32	CTDSPL2	protein_coding	15	44427234	44529038
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000140104	NX_Q96F83	CLBA1	protein_coding	14	104985775	105010482
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000143443	NX_Q9BUN1	MENT	protein_coding	1	151047740	151051986
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000144120	NX_Q53S58	TMEM177	protein_coding	2	119679167	119686507
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000146540	NX_Q9BRJ6	C7orf50	protein_coding	7	996986	1138260
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000155926	NX_Q13239	SLA	protein_coding	8	133036724	133103054
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000157353	NX_Q8N0W3	FCSK	protein_coding	16	70454421	70480274
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000159214	NX_Q8N4L8	CCDC24	protein_coding	1	43991359	43996528
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000160345	NX_Q5BN46	C9orf116	protein_coding	9	135495181	135501734
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000160606	NX_Q96CP7	TLCD1	protein_coding	17	28724348	28727935
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000161671	NX_Q5UCC4	EMC10	protein_coding	19	50476400	50490870
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000161999	NX_Q96S16	JMJD8	protein_coding	16	681671	684528
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000162755	NX_Q8NEP7	KLHDC9	protein_coding	1	161098361	161100346
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000163376	NX_Q8NFY9	KBTBD8	protein_coding	3	66998307	67011210
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000164081	NX_Q9Y6I9	TEX264	protein_coding	3	51662693	51704323
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000164897	NX_Q9BVT8	TMUB1	protein_coding	7	151081080	151083546
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000168701	NX_Q9BTX3	TMEM208	protein_coding	16	67227103	67229278
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000171160	NX_Q8NDC4	MORN4	protein_coding	10	97614553	97633500
